LABEL,TRACK_INDEX,TRACK_ID,NUMBER_SPOTS,NUMBER_GAPS,NUMBER_SPLITS,NUMBER_MERGES,NUMBER_COMPLEX,LONGEST_GAP,TRACK_DURATION,TRACK_START,TRACK_STOP,TRACK_DISPLACEMENT,TRACK_X_LOCATION,TRACK_Y_LOCATION,TRACK_Z_LOCATION,TRACK_MEAN_SPEED,TRACK_MAX_SPEED,TRACK_MIN_SPEED,TRACK_MEDIAN_SPEED,TRACK_STD_SPEED,TRACK_MEAN_QUALITY,TOTAL_DISTANCE_TRAVELED,MAX_DISTANCE_TRAVELED,CONFINEMENT_RATIO,MEAN_STRAIGHT_LINE_SPEED,LINEARITY_OF_FORWARD_PROGRESSION,MEAN_DIRECTIONAL_CHANGE_RATE
Track_7755,369,369,16,0,0,0,0,0,15,0,15,15.18288861,89.53562359,118.7866025,0,1.72768457,3.742249422,0.297546858,1.663368455,0.806427446,36.20744309,25.91526855,15.38312408,0.585866536,1.012192574,0.585866536,1.355737827
Track_7757,371,371,28,0,0,0,0,0,27,0,27,26.10719183,147.0707393,108.053221,0,2.102992324,3.84501153,0.235750039,1.794622547,1.167394068,33.78997684,56.78079275,28.38696282,0.459789139,0.966933031,0.459789139,1.298394975
Track_7758,372,372,10,1,0,0,0,1,10,0,10,21.08624824,283.2054678,115.0611291,0,3.725053667,8.61848902,1.587650675,3.593560902,2.06522861,14.49165502,36.8553025,21.08624824,0.572136078,2.108624824,0.566065623,1.361777308
Track_7764,378,378,17,2,0,0,0,1,18,0,18,20.44604954,114.5492548,102.2118603,0,1.91359196,8.092248219,0.379521108,1.401939341,1.892433052,22.02734061,33.37584353,20.44604954,0.612600233,1.135891641,0.593591353,1.635279175
Track_7765,379,379,13,1,0,0,0,1,13,0,13,23.74386599,363.8475173,105.5255457,0,2.597386419,5.989482277,0.640804328,2.45466494,1.698100105,26.1020828,32.23898002,23.74386599,0.736495571,1.82645123,0.703188104,0.843205211
Track_7770,384,384,24,1,0,0,0,1,24,0,24,26.06104002,202.5704762,119.3569782,0,2.253567695,4.5734703,0.077044763,1.838979282,1.213512364,29.29782226,54.38930993,30.64747456,0.479157394,1.085876667,0.481847814,1.324277282
Track_7820,434,434,20,1,0,0,0,1,20,0,20,17.33590867,248.3031848,60.7392697,0,2.326473124,4.118110561,0.765860077,2.108573436,0.961275418,24.18118603,47.03575885,17.33590867,0.368568704,0.866795433,0.372579173,1.538221874
Track_7826,440,440,34,4,0,0,0,1,37,0,37,36.26905594,254.03959,78.2494656,0,1.847255674,3.971992294,0.444208051,1.600041921,0.991413623,27.01109116,68.76216554,37.86640211,0.527456569,0.980244755,0.530649205,1.219240303
Track_7827,441,441,15,0,0,0,0,0,14,0,14,23.58824238,77.9534861,68.25191732,0,3.464955068,7.12135183,1.09651262,3.042324249,1.771091059,15.4214454,48.50937095,23.58824238,0.48626156,1.684874456,0.48626156,1.436757348
Track_7836,450,450,12,1,0,0,0,1,12,0,12,17.42138663,99.10315133,94.88122984,0,3.053928618,6.453917262,0.836021348,2.780434597,1.767618957,20.26939666,37.52988082,19.20028498,0.464200425,1.45178222,0.475381845,1.13306889
Track_7837,451,451,13,2,0,0,0,1,14,0,14,26.55496388,203.4121398,103.7044665,0,2.324232231,3.862183793,0.99476249,2.543360297,1.090944448,38.76864243,35.34574685,26.55496388,0.751291633,1.896783135,0.816090195,1.267735356
